instance_F10_C20__R300__0.txt,2,Optimal,Proved,-50.5764,13.0723,33,0,0,424,1
instance_F10_C20__R300__0.txt,2,Optimal,Proved,-50.5764,52.5555,43,0,0,1199,2
instance_F10_C20__R300__0.txt,2,Optimal,Proved,-50.5764,95.8426,39,0,0,2126,3
instance_F10_C20__R300__0.txt,2,Optimal,Proved,-50.5764,178.711,35,0,0,3662,4
instance_F10_C20__R300__1.txt,2,Optimal,Proved,-115.086,12.3602,37,0,0,636,1
instance_F10_C20__R300__1.txt,2,Optimal,Proved,-115.086,37.8706,31,0,0,1453,2
instance_F10_C20__R300__1.txt,2,Optimal,Proved,-115.086,119.317,31,0,0,3188,3
instance_F10_C20__R300__1.txt,2,Optimal,Proved,-115.085,150.318,23,0,0,5100,4
instance_F10_C20__R300__2.txt,2,Optimal,Proved,-357.841,5.85818,19,0,0,317,1
instance_F10_C20__R300__2.txt,2,Optimal,Proved,-357.841,28.0986,19,0,0,1022,2
instance_F10_C20__R300__2.txt,2,Optimal,Proved,-357.841,83.4817,19,0,0,2578,3
instance_F10_C20__R300__2.txt,2,Optimal,Proved,-357.841,183.261,21,0,0,5802,4
instance_F10_C20__R300__3.txt,2,Optimal,Proved,-168.388,13.1264,53,0,0,785,1
instance_F10_C20__R300__3.txt,2,Optimal,Proved,-168.388,32.0289,31,3.37575e-16,5.68434e-14,1419,2
instance_F10_C20__R300__3.txt,2,Optimal,Proved,-168.388,73.3391,29,0,0,2819,3
instance_F10_C20__R300__3.txt,2,Optimal,Proved,-168.388,118.185,25,0,0,4472,4
instance_F10_C20__R300__4.txt,2,Optimal,Proved,-63.1968,1.46596,11,0,0,108,1
instance_F10_C20__R300__4.txt,2,Optimal,Proved,-63.1968,4.72569,9,0,0,245,2
instance_F10_C20__R300__4.txt,2,Optimal,Proved,-63.1968,9.96603,11,0,0,445,3
instance_F10_C20__R300__4.txt,2,Optimal,Proved,-63.1968,16.4475,11,0,0,675,4
instance_F10_C20__R300__5.txt,2,Optimal,Proved,-269.872,13.6437,31,0,0,491,1
instance_F10_C20__R300__5.txt,2,Optimal,Proved,-269.872,39.4441,23,0,0,855,2
instance_F10_C20__R300__5.txt,2,Optimal,Proved,-269.872,96.2603,17,0,0,1734,3
instance_F10_C20__R300__5.txt,2,Optimal,Proved,-269.872,124.844,11,0,0,2356,4
instance_F10_C20__R300__6.txt,2,Optimal,Proved,-208.725,67.1915,37,0,0,645,1
instance_F10_C20__R300__6.txt,2,Optimal,Proved,-208.725,92.2093,29,0,0,1512,2
instance_F10_C20__R300__6.txt,2,Optimal,Proved,-208.725,201.025,15,0,0,2470,3
instance_F10_C20__R300__6.txt,2,Optimal,Proved,-208.725,298.686,19,0,0,4292,4
instance_F10_C20__R300__7.txt,2,Optimal,Proved,-0,14.0247,127,0,0,916,1
instance_F10_C20__R300__7.txt,2,Optimal,Proved,-0,52.0339,169,0,0,2297,2
instance_F10_C20__R300__7.txt,2,Optimal,Proved,-0,85.393,159,0,0,2892,3
instance_F10_C20__R300__7.txt,2,Optimal,Proved,-0,124.522,137,0,0,3343,4
instance_F10_C20__R300__8.txt,2,Optimal,Proved,-86.5611,36.3552,55,0,0,900,1
instance_F10_C20__R300__8.txt,2,Optimal,Proved,-86.5611,103.233,47,0,0,1827,2
instance_F10_C20__R300__8.txt,2,Optimal,Proved,-86.5611,208.079,41,0,0,3147,3
instance_F10_C20__R300__8.txt,2,Optimal,Proved,-86.5611,531.407,45,0,0,8304,4
instance_F10_C20__R300__9.txt,2,Optimal,Proved,-156.361,16.2462,53,0,0,864,1
instance_F10_C20__R300__9.txt,2,Optimal,Proved,-156.361,65.4796,49,0,0,2091,2
instance_F10_C20__R300__9.txt,2,Optimal,Proved,-156.361,148.368,45,0,0,4262,3
instance_F10_C20__R300__9.txt,2,Optimal,Proved,-156.361,275.837,41,0,0,8035,4
instance_F10_C30__R300__0.txt,2,Optimal,Proved,-214.199,311.29,53,0,0,904,1
instance_F10_C30__R300__0.txt,2,Optimal,Proved,-214.199,1245.33,39,0,0,2772,2
instance_F10_C30__R300__0.txt,2,Optimal,Proved,-214.199,3213.54,21,0,0,3973,3
instance_F10_C30__R300__0.txt,2,Fail,NotSpecified,-183.937,3600.01,9,0.164527,30.2626,3175,4
instance_F10_C30__R300__1.txt,2,Optimal,Proved,-129.485,9.53036,27,0,0,382,1
instance_F10_C30__R300__1.txt,2,Optimal,Proved,-129.485,60.4572,23,0,0,870,2
instance_F10_C30__R300__1.txt,2,Optimal,Proved,-129.485,101.743,21,0,0,1615,3
instance_F10_C30__R300__1.txt,2,Optimal,Proved,-129.485,217.153,19,0,0,2430,4
instance_F10_C30__R300__2.txt,2,Optimal,Proved,-526.048,6.07974,23,0,0,380,1
instance_F10_C30__R300__2.txt,2,Optimal,Proved,-526.048,22.0213,25,0,0,991,2
instance_F10_C30__R300__2.txt,2,Optimal,Proved,-526.048,55.039,21,0,0,1757,3
instance_F10_C30__R300__2.txt,2,Optimal,Proved,-526.048,97.5216,19,0,0,3602,4
instance_F10_C30__R300__3.txt,2,Optimal,Proved,-258.627,3.04425,11,2.19789e-16,5.68434e-14,152,1
instance_F10_C30__R300__3.txt,2,Optimal,Proved,-258.627,10.7745,9,2.19789e-16,5.68434e-14,328,2
instance_F10_C30__R300__3.txt,2,Optimal,Proved,-258.627,24.7834,9,0,0,508,3
instance_F10_C30__R300__3.txt,2,Optimal,Proved,-258.627,38.7934,9,0,0,746,4
instance_F10_C30__R300__4.txt,2,Optimal,Proved,-82.9367,32.7337,27,0,0,440,1
instance_F10_C30__R300__4.txt,2,Optimal,Proved,-82.9367,68.4846,23,0,0,822,2
instance_F10_C30__R300__4.txt,2,Optimal,Proved,-82.9367,177.644,27,0,0,1748,3
instance_F10_C30__R300__4.txt,2,Optimal,Proved,-82.9367,350.519,25,0,0,2615,4
instance_F10_C30__R300__5.txt,2,Optimal,Proved,-248.187,3.25249,13,0,0,247,1
instance_F10_C30__R300__5.txt,2,Optimal,Proved,-248.187,11.4368,13,0,0,646,2
instance_F10_C30__R300__5.txt,2,Optimal,Proved,-248.187,26.3138,13,0,0,1560,3
instance_F10_C30__R300__5.txt,2,Optimal,Proved,-248.187,57.0278,13,0,0,3185,4
instance_F10_C30__R300__6.txt,2,Optimal,Proved,-200.336,19.9744,23,0,0,383,1
instance_F10_C30__R300__6.txt,2,Optimal,Proved,-200.336,105.069,27,0,0,1033,2
instance_F10_C30__R300__6.txt,2,Optimal,Proved,-200.336,249.422,27,0,0,2292,3
instance_F10_C30__R300__6.txt,2,Optimal,Proved,-200.336,597.777,27,0,0,4857,4
instance_F10_C30__R300__7.txt,2,Optimal,Proved,-109.548,9.85016,21,0,0,286,1
instance_F10_C30__R300__7.txt,2,Optimal,Proved,-109.548,22.9003,17,0,0,550,2
instance_F10_C30__R300__7.txt,2,Optimal,Proved,-109.548,60.1062,17,0,0,977,3
instance_F10_C30__R300__7.txt,2,Optimal,Proved,-109.548,78.3174,15,0,0,1370,4
instance_F10_C30__R300__8.txt,2,Optimal,Proved,-160.403,43.0271,53,0,0,910,1
instance_F10_C30__R300__8.txt,2,Optimal,Proved,-160.403,191.011,61,0,0,2618,2
instance_F10_C30__R300__8.txt,2,Optimal,Proved,-160.403,431.49,45,0,0,4165,3
instance_F10_C30__R300__8.txt,2,Optimal,Proved,-160.403,1275.23,53,0,0,10455,4
instance_F10_C30__R300__9.txt,2,Optimal,Proved,-240.4,42.2139,79,0,0,1270,1
instance_F10_C30__R300__9.txt,2,Optimal,Proved,-240.4,175.324,61,0,0,3181,2
instance_F10_C30__R300__9.txt,2,Optimal,Proved,-240.4,202.187,25,0,0,3318,3
instance_F10_C30__R300__9.txt,2,Optimal,Proved,-240.4,989.544,43,0,0,11568,4
instance_F10_C40__R300__0.txt,2,Optimal,Proved,-362.143,4.10285,11,0,0,167,1
instance_F10_C40__R300__0.txt,2,Optimal,Proved,-362.143,20.6262,9,6.27856e-16,2.27374e-13,407,2
instance_F10_C40__R300__0.txt,2,Optimal,Proved,-362.143,106.356,9,0,0,808,3
instance_F10_C40__R300__0.txt,2,Optimal,Proved,-362.143,125.683,9,0,0,1365,4
instance_F10_C40__R300__1.txt,2,Optimal,Proved,-213.27,39.7024,45,0,0,639,1
instance_F10_C40__R300__1.txt,2,Optimal,Proved,-213.27,462.562,37,0,0,1655,2
instance_F10_C40__R300__1.txt,2,Optimal,Proved,-213.27,1089.67,27,0,0,3478,3
instance_F10_C40__R300__1.txt,2,Optimal,Proved,-213.27,862.137,7,1.33266e-16,2.84217e-14,1926,4
instance_F10_C40__R300__2.txt,2,Optimal,Proved,-312.637,58.789,35,0,0,560,1
instance_F10_C40__R300__2.txt,2,Optimal,Proved,-312.637,733.748,21,0,0,1242,2
instance_F10_C40__R300__2.txt,2,Optimal,Proved,-312.637,2131.39,25,0,0,2748,3
instance_F10_C40__R300__2.txt,2,Fail,NotSpecified,-234.525,3600.01,5,0.442229,103.714,928,4
instance_F10_C40__R300__3.txt,2,Optimal,Proved,-0,2.46646,27,0,0,161,1
instance_F10_C40__R300__3.txt,2,Optimal,Proved,-0,9.67177,27,0,0,284,2
instance_F10_C40__R300__3.txt,2,Optimal,Proved,-0,5.75471,21,0,0,239,3
instance_F10_C40__R300__3.txt,2,Optimal,Proved,-0,8.07122,15,0,0,203,4
instance_F10_C40__R300__4.txt,2,Optimal,Proved,-138.256,17.523,23,0,0,309,1
instance_F10_C40__R300__4.txt,2,Optimal,Proved,-138.256,98.4804,17,0,0,754,2
instance_F10_C40__R300__4.txt,2,Optimal,Proved,-138.256,278.93,19,0,0,1858,3
instance_F10_C40__R300__4.txt,2,Optimal,Proved,-138.256,863.59,21,0,0,4357,4
instance_F10_C40__R300__5.txt,2,Optimal,Proved,-30.3937,33.3901,51,0,0,635,1
instance_F10_C40__R300__5.txt,2,Fail,NotSpecified,-30.3937,3600,35,2.28984,69.5966,1241,2
instance_F10_C40__R300__5.txt,2,Optimal,Proved,-30.3937,1016.77,41,0,0,2733,3
instance_F10_C40__R300__5.txt,2,Optimal,Proved,-30.3937,1638.05,37,0,0,4168,4
instance_F10_C40__R300__6.txt,2,Optimal,Proved,-102.524,3.43379,19,0,0,182,1
instance_F10_C40__R300__6.txt,2,Optimal,Proved,-102.524,9.51151,13,0,0,291,2
instance_F10_C40__R300__6.txt,2,Optimal,Proved,-102.524,29.5212,9,0,0,320,3
instance_F10_C40__R300__6.txt,2,Optimal,Proved,-102.524,46.3319,9,0,0,464,4
instance_F10_C40__R300__7.txt,2,Optimal,Proved,-543.028,1.80264,11,0,0,209,1
instance_F10_C40__R300__7.txt,2,Optimal,Proved,-543.028,8.20208,11,0,0,548,2
instance_F10_C40__R300__7.txt,2,Optimal,Proved,-543.028,36.4992,11,0,0,1388,3
instance_F10_C40__R300__7.txt,2,Optimal,Proved,-543.028,62.1813,11,0,0,2488,4
instance_F10_C40__R300__8.txt,2,Optimal,Proved,-35.159,22.1452,49,0,0,539,1
instance_F10_C40__R300__8.txt,2,Optimal,Proved,-35.159,428.025,47,0,0,1185,2
instance_F10_C40__R300__8.txt,2,Optimal,Proved,-35.159,661.763,23,0,0,1322,3
instance_F10_C40__R300__8.txt,2,Optimal,Proved,-35.159,1692.86,23,0,0,2047,4
instance_F10_C40__R300__9.txt,2,Optimal,Proved,-0,17.6235,63,0,0,443,1
instance_F10_C40__R300__9.txt,2,Optimal,Proved,-5.68295e-15,34.0911,25,0,0,463,2
instance_F10_C40__R300__9.txt,2,Optimal,Proved,-0,162.329,71,0,0,1637,3
instance_F10_C40__R300__9.txt,2,Optimal,Proved,-3.40841e-14,150.478,19,0,0,976,4
instance_F10_C50__R300__0.txt,2,Optimal,Proved,-456.864,52.4258,39,0,0,714,1
instance_F10_C50__R300__0.txt,2,Optimal,Proved,-456.864,209.474,29,0,0,1734,2
instance_F10_C50__R300__0.txt,2,Optimal,Proved,-456.864,1483.69,25,0,0,4282,3
instance_F10_C50__R300__0.txt,2,Optimal,Proved,-456.864,2867.96,21,0,0,6273,4
instance_F10_C50__R300__1.txt,2,Optimal,Proved,-355.611,11.2505,13,0,0,233,1
instance_F10_C50__R300__1.txt,2,Optimal,Proved,-355.611,358.545,17,0,0,863,2
instance_F10_C50__R300__1.txt,2,Optimal,Proved,-355.611,1574.83,13,0,0,1380,3
instance_F10_C50__R300__1.txt,2,Fail,NotSpecified,-355.611,1513.82,9,1.87021e-14,6.65068e-12,1699,4
instance_F10_C50__R300__2.txt,2,Optimal,Proved,-278.573,30.425,25,0,0,367,1
instance_F10_C50__R300__2.txt,2,Optimal,Proved,-278.573,526.489,37,0,0,1704,2
instance_F10_C50__R300__2.txt,2,Optimal,Proved,-278.573,570.816,17,0,0,1946,3
instance_F10_C50__R300__2.txt,2,Optimal,Proved,-278.573,736.251,13,0,0,4394,4
instance_F10_C50__R300__3.txt,2,Optimal,Proved,-328.268,262.462,149,0,0,2885,1
instance_F10_C50__R300__3.txt,2,Optimal,Proved,-328.268,2636.23,75,0,0,5299,2
instance_F10_C50__R300__3.txt,2,Fail,NotSpecified,-326.373,3600,23,0.245666,80.1787,7727,3
instance_F10_C50__R300__3.txt,2,Fail,NotSpecified,-315.527,3600,7,0.287167,90.609,5558,4
instance_F10_C50__R300__4.txt,2,Optimal,Proved,-334.444,23.1711,39,0,0,593,1
instance_F10_C50__R300__4.txt,2,Optimal,Proved,-334.444,475.343,25,0,0,1007,2
instance_F10_C50__R300__4.txt,2,Optimal,Proved,-334.444,293.014,11,0,0,1176,3
instance_F10_C50__R300__4.txt,2,Optimal,Proved,-334.444,601.948,11,0,0,2416,4
instance_F10_C50__R300__5.txt,2,Optimal,Proved,-209.418,22.8806,19,0,0,297,1
instance_F10_C50__R300__5.txt,2,Optimal,Proved,-209.418,346.156,19,0,0,777,2
instance_F10_C50__R300__5.txt,2,Optimal,Proved,-209.418,1175.52,13,0,0,1141,3
instance_F10_C50__R300__5.txt,2,Feasible,TimeLimit,-147.088,3887.45,3,0.486493,71.5572,496,4
instance_F10_C50__R300__6.txt,2,Optimal,Proved,-369.51,370.276,33,0,0,652,1
instance_F10_C50__R300__6.txt,2,Optimal,Proved,-369.51,803.658,25,0,0,1533,2
instance_F10_C50__R300__6.txt,2,Optimal,Proved,-369.51,3282.81,27,0,0,4761,3
instance_F10_C50__R300__6.txt,2,Fail,NotSpecified,-369.51,3600.01,13,0.0593074,21.9147,6611,4
instance_F10_C50__R300__7.txt,2,Optimal,Proved,-438.474,27.0695,29,0,0,585,1
instance_F10_C50__R300__7.txt,2,Optimal,Proved,-438.474,134.245,21,0,0,1483,2
instance_F10_C50__R300__7.txt,2,Optimal,Proved,-438.474,369.955,15,0,0,2877,3
instance_F10_C50__R300__7.txt,2,Optimal,Proved,-438.474,841.935,25,0,0,8622,4
instance_F10_C50__R300__8.txt,2,Optimal,Proved,-225.706,573.389,69,0,0,1292,1
instance_F10_C50__R300__8.txt,2,Optimal,Proved,-225.706,3147.55,63,0,0,4115,2
instance_F10_C50__R300__8.txt,2,Fail,NotSpecified,-220.783,3600.01,37,0.308707,68.1572,7907,3
instance_F10_C50__R300__8.txt,2,Fail,NotSpecified,-203.077,3600.01,11,0.407045,82.6614,5467,4
instance_F10_C50__R300__9.txt,2,Optimal,Proved,-594.814,157.054,87,0,0,1471,1
instance_F10_C50__R300__9.txt,2,Optimal,Proved,-594.814,1082.17,97,0,0,5021,2
instance_F10_C50__R300__9.txt,2,Fail,NotSpecified,-413.088,3600,3,0,0,249,3
instance_F10_C50__R300__9.txt,2,Fail,NotSpecified,-557.521,3600.01,15,0.117339,65.4189,4570,4
instance_F15_C20__R300__0.txt,2,Optimal,Proved,-229.519,188.793,125,0,0,2911,1
instance_F15_C20__R300__0.txt,2,Optimal,Proved,-229.519,634.38,89,0,0,7368,2
instance_F15_C20__R300__0.txt,2,Optimal,Proved,-229.519,1683.02,69,0,0,16889,3
instance_F15_C20__R300__0.txt,2,Feasible,TimeLimit,-229.519,3681.56,57,0.0688438,15.8009,37306,4
instance_F15_C20__R300__1.txt,2,Optimal,Proved,-453.137,25.4687,21,0,0,457,1
instance_F15_C20__R300__1.txt,2,Optimal,Proved,-453.137,126.708,21,0,0,1698,2
instance_F15_C20__R300__1.txt,2,Optimal,Proved,-453.137,447.377,21,0,0,5151,3
instance_F15_C20__R300__1.txt,2,Optimal,Proved,-447.115,1049.15,19,0,0,12685,4
instance_F15_C20__R300__2.txt,2,Optimal,Proved,-223.252,70.682,69,0,0,1495,1
instance_F15_C20__R300__2.txt,2,Optimal,Proved,-223.252,256.717,75,0,0,4200,2
instance_F15_C20__R300__2.txt,2,Optimal,Proved,-223.252,484.112,57,0,0,8369,3
instance_F15_C20__R300__2.txt,2,Optimal,Proved,-223.252,894.039,43,0,0,14891,4
instance_F15_C20__R300__3.txt,2,Optimal,Proved,-246.424,122.779,85,0,0,2024,1
instance_F15_C20__R300__3.txt,2,Optimal,Proved,-246.424,326.064,53,0,0,4954,2
instance_F15_C20__R300__3.txt,2,Optimal,Proved,-246.424,1489.74,75,0,0,21858,3
instance_F15_C20__R300__3.txt,2,Optimal,Proved,-246.424,3397.97,65,0,0,55113,4
instance_F15_C20__R300__4.txt,2,Optimal,Proved,-422.394,26.1066,17,0,0,581,1
instance_F15_C20__R300__4.txt,2,Optimal,Proved,-422.394,167.493,27,0,0,3876,2
instance_F15_C20__R300__4.txt,2,Optimal,Proved,-422.394,663.87,29,0,0,15540,3
instance_F15_C20__R300__4.txt,2,Optimal,Proved,-422.394,1760.75,27,0,0,45973,4
instance_F15_C20__R300__5.txt,2,Optimal,Proved,-314.738,60.8546,67,0,0,1412,1
instance_F15_C20__R300__5.txt,2,Optimal,Proved,-314.738,103.114,25,0,0,1981,2
instance_F15_C20__R300__5.txt,2,Optimal,Proved,-314.738,233.54,17,1.31842e-14,4.14957e-12,3503,3
instance_F15_C20__R300__5.txt,2,Optimal,Proved,-314.738,527.005,17,0,0,8574,4
instance_F15_C20__R300__6.txt,2,Optimal,Proved,-209.248,40.8828,51,0,0,1061,1
instance_F15_C20__R300__6.txt,2,Optimal,Proved,-209.248,158.723,53,0,0,3224,2
instance_F15_C20__R300__6.txt,2,Optimal,Proved,-209.248,280.552,29,0,0,5257,3
instance_F15_C20__R300__6.txt,2,Optimal,Proved,-209.248,698.738,31,0,0,13355,4
instance_F15_C20__R300__7.txt,2,Optimal,Proved,-502.185,22.5599,43,0,0,832,1
instance_F15_C20__R300__7.txt,2,Optimal,Proved,-502.185,59.3161,29,0,0,1714,2
instance_F15_C20__R300__7.txt,2,Optimal,Proved,-502.185,177.195,29,0,0,4480,3
instance_F15_C20__R300__7.txt,2,Optimal,Proved,-498.235,435.445,33,0,0,13710,4
instance_F15_C20__R300__8.txt,2,Optimal,Proved,-346.5,396.272,261,0,0,7415,1
instance_F15_C20__R300__8.txt,2,Optimal,Proved,-346.5,966.268,133,0,0,14445,2
instance_F15_C20__R300__8.txt,2,Optimal,Proved,-346.5,3577.3,141,0,0,49757,3
instance_F15_C20__R300__8.txt,2,Fail,NotSpecified,-345.401,3600,37,0.213021,73.5777,42868,4
instance_F15_C20__R300__9.txt,2,Optimal,Proved,-447.495,114.074,51,0,0,1580,1
instance_F15_C20__R300__9.txt,2,Optimal,Proved,-447.495,484.03,45,0,0,5626,2
instance_F15_C20__R300__9.txt,2,Optimal,Proved,-447.495,1553.18,45,0,0,19015,3
instance_F15_C20__R300__9.txt,2,Optimal,Proved,-442.861,3039.73,25,0,0,30249,4
instance_F15_C30__R300__0.txt,2,Optimal,Proved,-579.763,123.597,13,0,0,393,1
instance_F15_C30__R300__0.txt,2,Optimal,Proved,-579.763,675.021,13,0,0,1938,2
instance_F15_C30__R300__0.txt,2,Optimal,Proved,-579.763,1886.2,13,0,0,6465,3
instance_F15_C30__R300__0.txt,2,Fail,NotSpecified,-579.763,3600.02,3,0,0,4720,4
instance_F15_C30__R300__1.txt,2,Optimal,Proved,-486.698,62.1297,17,0,0,443,1
instance_F15_C30__R300__1.txt,2,Optimal,Proved,-486.698,285.123,27,0,0,2791,2
instance_F15_C30__R300__1.txt,2,Optimal,Proved,-486.698,1518.51,27,0,0,11497,3
instance_F15_C30__R300__1.txt,2,Optimal,Proved,-486.698,3354.04,27,0,0,34461,4
instance_F15_C30__R300__2.txt,2,Optimal,Proved,-429.098,142.011,27,0,0,867,1
instance_F15_C30__R300__2.txt,2,Optimal,Proved,-429.098,620.898,31,0,0,3478,2
instance_F15_C30__R300__2.txt,2,Optimal,Proved,-429.098,2358.53,35,0,0,13477,3
instance_F15_C30__R300__2.txt,2,Fail,NotSpecified,-429.098,3600.01,11,0.0290306,12.457,19723,4
instance_F15_C30__R300__3.txt,2,Optimal,Proved,-475.951,342.817,71,0,0,1963,1
instance_F15_C30__R300__3.txt,2,Optimal,Proved,-475.951,2310.32,53,0,0,5661,2
instance_F15_C30__R300__3.txt,2,Fail,NotSpecified,-468.643,3600.01,13,0.103491,48.5004,6847,3
instance_F15_C30__R300__3.txt,2,Fail,NotSpecified,-361.046,3600.02,3,0.539991,194.961,4321,4
instance_F15_C30__R300__4.txt,2,Optimal,Proved,-347.86,32.5019,23,0,0,495,1
instance_F15_C30__R300__4.txt,2,Optimal,Proved,-347.86,99.0832,27,0,0,1368,2
instance_F15_C30__R300__4.txt,2,Optimal,Proved,-347.86,226.583,21,0,0,3548,3
instance_F15_C30__R300__4.txt,2,Optimal,Proved,-347.86,595.287,23,0,0,8672,4
instance_F15_C30__R300__5.txt,2,Optimal,Proved,-211.227,102.206,41,0,0,891,1
instance_F15_C30__R300__5.txt,2,Optimal,Proved,-211.227,684.319,19,0,0,1494,2
instance_F15_C30__R300__5.txt,2,Optimal,Proved,-211.227,876.791,15,0,0,2221,3
