slurm-9323482.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/BCPIns_8_7_10.txt_trad.txt_K5.aux,19,1,8,28,8,9,19,19,0.342684,0.166931,0.069711,2,2,17,0,
slurm-9323483.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/BCPIns_8_7_1.txt_trad.txt_K5.aux,19,1,8,28,8,9,19,19,0.623848,0.335005,0.165728,2,2,17,0,
slurm-9323484.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/BCPIns_8_7_2.txt_trad.txt_K5.aux,19,1,8,28,8,9,19,19,0.645625,0.412002,0.109931,2,2,18,0,
slurm-9323485.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/BCPIns_8_7_3.txt_trad.txt_K5.aux,19,1,8,28,8,9,19,19,0.608582,0.336332,0.176304,2,2,14,0,
slurm-9323486.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/BCPIns_8_7_4.txt_trad.txt_K5.aux,19,1,8,28,8,9,19,19,0.624995,0.425395,0.108966,3,3,13,0,
slurm-9323487.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/BCPIns_8_7_5.txt_trad.txt_K5.aux,19,1,8,28,8,9,19,19,0.245609,0.102857,0.058769,2,2,15,0,
slurm-9323488.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/BCPIns_8_7_6.txt_trad.txt_K5.aux,19,1,8,28,8,9,19,19,0.255646,0.115747,0.050632,2,2,18,0,
slurm-9323489.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/BCPIns_8_7_7.txt_trad.txt_K5.aux,19,1,8,28,8,9,19,19,0.320357,0.185471,0.044097,3,3,17,0,
slurm-9323490.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/BCPIns_8_7_8.txt_trad.txt_K5.aux,19,1,8,28,8,9,19,19,0.476702,0.247636,0.118545,2,2,17,0,
slurm-9323491.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/BCPIns_8_7_9.txt_trad.txt_K5.aux,19,1,8,28,8,9,19,19,0.485946,0.227499,0.131894,2,2,20,0,
slurm-9323492.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W02.KNP.aux,10,1,10,11,10,1,10,10,1.35844,1.01885,0.050076,1060,1060,122,0,
slurm-9323493.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W03.KNP.aux,10,1,10,11,10,1,10,10,1.44363,1.02955,0.087177,526,526,118,0,
slurm-9323494.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W04.KNP.aux,10,1,10,11,10,1,10,10,1.40329,0.96634,0.088261,1533,1533,104,0,
slurm-9323495.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W05.KNP.aux,10,1,10,11,10,1,10,10,1.92377,1.37333,0.109195,2114,2114,131,0,
slurm-9323496.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W06.KNP.aux,10,1,10,11,10,1,10,10,1.29461,0.885424,0.086444,1100,1100,99,0,
slurm-9323497.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W07.KNP.aux,10,1,10,11,10,1,10,10,2.00594,1.49409,0.096199,1135,1135,122,0,
slurm-9323498.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W08.KNP.aux,10,1,10,11,10,1,10,10,1.62755,1.1974,0.078171,1707,1707,130,0,
slurm-9323499.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W09.KNP.aux,10,1,10,11,10,1,10,10,1.29243,0.937058,0.077162,271,271,116,0,
slurm-9323500.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W10.KNP.aux,10,1,10,11,10,1,10,10,1.38767,0.974736,0.11374,509,509,120,0,
slurm-9323501.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W11.KNP.aux,10,1,10,11,10,1,10,10,1.52008,1.11186,0.092743,1759,1759,117,0,
slurm-9323502.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W12.KNP.aux,10,1,10,11,10,1,10,10,1.28714,0.938869,0.060713,1223,1223,120,0,
slurm-9323503.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W13.KNP.aux,10,1,10,11,10,1,10,10,1.04571,0.711515,0.072626,700,700,108,0,
slurm-9323504.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W14.KNP.aux,10,1,10,11,10,1,10,10,1.79135,1.32459,0.077622,644,644,140,0,
slurm-9323505.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W15.KNP.aux,10,1,10,11,10,1,10,10,1.85916,1.35343,0.116891,1723,1723,113,0,
slurm-9323506.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W16.KNP.aux,10,1,10,11,10,1,10,10,1.64785,1.1274,0.128403,1098,1098,114,0,
slurm-9323507.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W17.KNP.aux,10,1,10,11,10,1,10,10,1.61398,1.11289,0.125757,1465,1465,105,0,
slurm-9323508.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W18.KNP.aux,10,1,10,11,10,1,10,10,1.69979,1.19184,0.119284,1580,1580,108,0,
slurm-9323509.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W19.KNP.aux,10,1,10,11,10,1,10,10,1.55041,1.13138,0.096714,2055,2055,120,0,
slurm-9323510.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5010W20.KNP.aux,10,1,10,11,10,1,10,10,0.833779,0.544295,0.073577,1998,1998,90,0,
slurm-9323512.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W01.KNP.aux,20,1,20,21,20,1,20,20,7200.86,6905.5,35.7439,0,3184,7751,0,
slurm-9323514.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W02.KNP.aux,20,1,20,21,20,1,20,20,7200.76,6944.13,36.5909,0,2957,7703,0,
slurm-9323516.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W03.KNP.aux,20,1,20,21,20,1,20,20,7201.39,6932.09,34.7603,0,2300,7985,0,
slurm-9323518.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W04.KNP.aux,20,1,20,21,20,1,20,20,7200.44,6965.06,35.5342,0,2760,7613,0,
slurm-9323520.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W05.KNP.aux,20,1,20,21,20,1,20,20,7200.69,6955.33,35.401,0,3751,7745,0,
slurm-9323521.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W06.KNP.aux,20,1,20,21,20,1,20,20,7201.72,6924.42,38.241,0,1245,7410,0,
slurm-9323522.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W07.KNP.aux,20,1,20,21,20,1,20,20,7202.29,6962.89,8.71832,0,2927,6633,0,
slurm-9323523.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W08.KNP.aux,20,1,20,21,20,1,20,20,7201.16,6970.15,8.6034,0,3953,6476,0,
slurm-9323524.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W09.KNP.aux,20,1,20,21,20,1,20,20,7200.55,6935.58,8.45649,0,2047,6847,0,
slurm-9323525.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W10.KNP.aux,20,1,20,21,20,1,20,20,7200.86,6947.07,9.68386,0,3444,6696,0,
slurm-9323526.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W11.KNP.aux,20,1,20,21,20,1,20,20,7202.19,6949.97,38.4988,0,2240,7102,0,
slurm-9323527.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W12.KNP.aux,20,1,20,21,20,1,20,20,7202.37,6963.34,36.3491,0,2452,6976,0,
slurm-9323528.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W13.KNP.aux,20,1,20,21,20,1,20,20,7200.62,6913.16,34.1214,0,3179,7528,0,
slurm-9323529.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W14.KNP.aux,20,1,20,21,20,1,20,20,7201.13,6920.77,38.93,0,2781,7865,0,
slurm-9323530.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W15.KNP.aux,20,1,20,21,20,1,20,20,7200.67,6965.36,31.2448,0,2569,7412,0,
slurm-9323531.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W16.KNP.aux,20,1,20,21,20,1,20,20,7201.08,6942.76,36.5596,0,2317,8005,0,
slurm-9323532.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W17.KNP.aux,20,1,20,21,20,1,20,20,7201.26,6939.67,38.1318,0,3591,7815,0,
slurm-9323533.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W18.KNP.aux,20,1,20,21,20,1,20,20,7200.81,6943.16,34.4901,0,2272,7415,0,
slurm-9323534.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W19.KNP.aux,20,1,20,21,20,1,20,20,7201.5,6964.1,8.54071,0,4725,6669,0,
slurm-9323535.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/K5020W20.KNP.aux,20,1,20,21,20,1,20,20,7202.29,6950.81,9.05923,0,2775,6746,0,
slurm-9323536.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/knapsack.aux,7,1,7,8,7,1,7,7,0.08328,0.031934,0.032455,0,0,1,0,
slurm-9323537.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/p0033-0.500000.aux,17,0,16,16,16,5,17,11,0.250751,0.228239,0.001144,3095,3095,1,0,
slurm-9323538.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pb5.dat-0.aux,20,1,20,29,20,9,20,20,7200.08,6924.51,50.0605,0,1451,7472,0,
slurm-9323539.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pb5.dat-100.aux,20,9,20,21,20,1,20,20,7201.2,6959.3,9.0241,0,1919,6728,0,
slurm-9323540.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pb5.dat-50.aux,20,5,20,25,20,5,20,20,7202.31,6970.48,19.7584,0,1649,6214,0,
slurm-9323541.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pet2.dat-0.aux,10,1,10,19,10,9,10,10,2.14153,1.42666,0.218144,25295,25295,149,0,
slurm-9323542.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pet2.dat-100.aux,10,9,10,11,10,1,10,10,1.96718,1.41449,0.103139,38833,38833,147,0,
slurm-9323543.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pet2.dat-50.aux,10,5,10,15,10,5,10,10,1.70566,1.15094,0.143134,38833,38833,130,0,
slurm-9323544.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pet3.dat-0.aux,15,1,15,24,15,9,15,15,689.726,662.02,1.8584,905,905,2242,0,
slurm-9323545.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pet3.dat-100.aux,15,9,15,16,15,1,15,15,644.882,615.713,1.88548,1080,1080,2459,0,
slurm-9323546.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pet3.dat-50.aux,15,5,15,20,15,5,15,15,462.847,441.099,1.43304,905,905,2050,0,
slurm-9323547.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pet4.dat-0.aux,20,1,20,29,20,9,20,20,7201.48,6924.27,40.8575,0,2045,7207,0,
slurm-9323548.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pet4.dat-100.aux,20,9,20,21,20,1,20,20,7200.81,6939.24,41.6955,0,2625,7011,0,
slurm-9323549.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/pet4.dat-50.aux,20,5,20,25,20,5,20,20,7201.82,6953.79,36.3635,0,2545,7960,0,
slurm-9323550.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/stein27-0.500000.aux,14,0,13,118,13,13,14,105,0.52596,0.491988,0.000258,19,19,1,0,
slurm-9323551.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/stein27-0.900000.aux,3,0,24,118,24,81,3,37,0.260487,0.238677,0.000193,24,24,1,0,
slurm-9323552.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/milp/stein45-0.500000.aux,23,0,22,331,22,39,23,292,103.725,103.645,0.023639,32,32,1,0,
slurm-9323553.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_10.txt_trad.txt_K5_p20_k20_s50.aux,19,1,8,28,2,0,25,28,0.425567,0.134613,0.277501,3.15975,3.15975,2,0,
slurm-9323554.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_10.txt_trad.txt_K5_p20_k20_s75.aux,19,1,8,28,2,0,25,28,0.23227,0.104335,0.109286,3.1226,3.12268,3,0,
slurm-9323555.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_10.txt_trad.txt_K5_p20_k40_s50.aux,19,1,8,28,2,0,25,28,0.351526,0.139376,0.185238,3.10286,3.10286,4,0,
slurm-9323556.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_10.txt_trad.txt_K5_p20_k40_s75.aux,19,1,8,28,2,0,25,28,0.253114,0.0797,0.158591,3.12268,3.12268,2,0,
slurm-9323557.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_10.txt_trad.txt_K5_p50_k20_s50.aux,19,1,8,28,4,1,23,27,0.387625,0.193374,0.149443,2.12894,2.49596,5,1,
slurm-9323558.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_10.txt_trad.txt_K5_p50_k20_s75.aux,19,1,8,28,4,1,23,27,0.098651,0.030967,0.05119,2.66416,3.82546,2,1,
slurm-9323559.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_10.txt_trad.txt_K5_p50_k40_s50.aux,19,1,8,28,4,1,23,27,0.148904,0.014267,0.127668,0,3.27327,1,1,
slurm-9323560.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_10.txt_trad.txt_K5_p50_k40_s75.aux,19,1,8,28,4,1,23,27,0.297613,0.123569,0.156099,0,3.44914,3,1,
slurm-9323561.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_1.txt_trad.txt_K5_p20_k20_s50.aux,19,1,8,28,2,0,25,28,0.324529,0.176984,0.125111,3.15975,3.15975,3,0,
slurm-9323562.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_1.txt_trad.txt_K5_p20_k20_s75.aux,19,1,8,28,2,0,25,28,0.371682,0.18548,0.156045,3.12258,3.12268,4,0,
slurm-9323563.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_1.txt_trad.txt_K5_p20_k40_s50.aux,19,1,8,28,2,0,25,28,0.456084,0.215222,0.205725,3.10172,3.10172,3,0,
slurm-9323564.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_1.txt_trad.txt_K5_p20_k40_s75.aux,19,1,8,28,2,0,25,28,0.835964,0.508097,0.271203,3.12268,3.12268,6,0,
slurm-9323565.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_1.txt_trad.txt_K5_p50_k20_s50.aux,19,1,8,28,4,2,23,26,0.277242,0.041664,0.226871,0,2.58828,1,1,
slurm-9323566.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_1.txt_trad.txt_K5_p50_k20_s75.aux,19,1,8,28,4,2,23,26,0.571354,0.244542,0.276697,3.79639,3.79643,6,0,
slurm-9323567.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_1.txt_trad.txt_K5_p50_k40_s50.aux,19,1,8,28,4,2,23,26,0.54422,0.22778,0.290512,0,2.32506,4,1,
slurm-9323568.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_1.txt_trad.txt_K5_p50_k40_s75.aux,19,1,8,28,4,2,23,26,0.490154,0.085927,0.390878,0,2.57905,2,1,
slurm-9323569.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_2.txt_trad.txt_K5_p20_k20_s50.aux,19,1,8,28,2,0,25,28,0.577122,0.270525,0.277701,3.15975,3.15975,3,0,
slurm-9323570.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_2.txt_trad.txt_K5_p20_k20_s75.aux,19,1,8,28,2,0,25,28,0.344148,0.075639,0.249254,3.11799,3.11799,2,0,
slurm-9323571.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_2.txt_trad.txt_K5_p20_k40_s50.aux,19,1,8,28,2,0,25,28,0.419979,0.128123,0.262945,3.10286,3.10286,3,0,
slurm-9323572.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_2.txt_trad.txt_K5_p20_k40_s75.aux,19,1,8,28,2,0,25,28,0.346465,0.073884,0.252489,3.11798,3.11798,2,0,
slurm-9323573.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_2.txt_trad.txt_K5_p50_k20_s50.aux,19,1,8,28,4,1,23,27,0.190816,0.016997,0.167154,0,3.08828,1,1,
slurm-9323574.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_2.txt_trad.txt_K5_p50_k20_s75.aux,19,1,8,28,4,1,23,27,0.184545,0.019239,0.159095,0,3.97512,1,1,
slurm-9323575.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_2.txt_trad.txt_K5_p50_k40_s50.aux,19,1,8,28,4,1,23,27,0.724437,0.350124,0.346966,2.30588,2.39115,4,1,
slurm-9323576.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_2.txt_trad.txt_K5_p50_k40_s75.aux,19,1,8,28,4,1,23,27,1.08717,0.699843,0.33751,2.47641,2.47641,8,0,
slurm-9323577.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_3.txt_trad.txt_K5_p20_k20_s50.aux,19,1,8,28,2,0,25,28,0.675387,0.283931,0.3694,3.15975,3.15975,3,0,
slurm-9323578.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_3.txt_trad.txt_K5_p20_k20_s75.aux,19,1,8,28,2,0,25,28,0.483192,0.207167,0.235751,3.11798,3.11798,3,0,
slurm-9323579.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_3.txt_trad.txt_K5_p20_k40_s50.aux,19,1,8,28,2,0,25,28,0.793244,0.429941,0.316249,3.10286,3.10286,5,0,
slurm-9323580.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_3.txt_trad.txt_K5_p20_k40_s75.aux,19,1,8,28,2,0,25,28,0.378137,0.102233,0.24494,3.11798,3.11798,2,0,
slurm-9323581.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_3.txt_trad.txt_K5_p50_k20_s50.aux,19,1,8,28,4,1,23,27,0.406946,0.081944,0.308057,0,3.22359,2,1,
slurm-9323582.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_3.txt_trad.txt_K5_p50_k20_s75.aux,19,1,8,28,4,1,23,27,0.396267,0.168296,0.196308,3.70648,3.803,5,1,
slurm-9323583.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_3.txt_trad.txt_K5_p50_k40_s50.aux,19,1,8,28,4,1,23,27,0.782233,0.415264,0.335426,2.30479,2.30479,5,0,
slurm-9323584.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_3.txt_trad.txt_K5_p50_k40_s75.aux,19,1,8,28,4,1,23,27,0.433447,0.187745,0.225098,2.49182,2.49182,3,0,
slurm-9323585.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_4.txt_trad.txt_K5_p20_k20_s50.aux,19,1,8,28,2,0,25,28,0.291863,0.099386,0.178813,3.15975,3.15975,2,0,
slurm-9323586.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_4.txt_trad.txt_K5_p20_k20_s75.aux,19,1,8,28,2,0,25,28,0.393975,0.141631,0.237475,3.11799,3.11799,2,0,
slurm-9323587.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_4.txt_trad.txt_K5_p20_k40_s50.aux,19,1,8,28,2,0,25,28,0.648173,0.232201,0.378284,3.10286,3.10286,4,0,
slurm-9323588.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_4.txt_trad.txt_K5_p20_k40_s75.aux,19,1,8,28,2,0,25,28,0.536346,0.134063,0.373891,3.11798,3.11798,3,0,
slurm-9323589.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_4.txt_trad.txt_K5_p50_k20_s50.aux,19,1,8,28,4,2,23,26,0.432689,0.043933,0.38018,0,3.19232,1,1,
slurm-9323590.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_4.txt_trad.txt_K5_p50_k20_s75.aux,19,1,8,28,4,2,23,26,0.648861,0.211882,0.394291,3.56599,3.8027,5,1,
slurm-9323591.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_4.txt_trad.txt_K5_p50_k40_s50.aux,19,1,8,28,4,2,23,26,1.12704,0.647988,0.426359,2.27703,2.31835,8,1,
slurm-9323592.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_4.txt_trad.txt_K5_p50_k40_s75.aux,19,1,8,28,4,2,23,26,0.507535,0.273481,0.203841,2.48741,2.48741,5,0,
slurm-9323593.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_5.txt_trad.txt_K5_p20_k20_s50.aux,19,1,8,28,2,0,25,28,0.364628,0.121998,0.229376,3.15975,3.15975,2,0,
slurm-9323594.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_5.txt_trad.txt_K5_p20_k20_s75.aux,19,1,8,28,2,0,25,28,0.377871,0.217904,0.123521,3.11796,3.11799,4,0,
slurm-9323595.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_5.txt_trad.txt_K5_p20_k40_s50.aux,19,1,8,28,2,0,25,28,0.366849,0.15158,0.183639,3.10286,3.10286,4,0,
slurm-9323596.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_5.txt_trad.txt_K5_p20_k40_s75.aux,19,1,8,28,2,0,25,28,0.276573,0.075865,0.18123,3.11799,3.11799,2,0,
slurm-9323597.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_5.txt_trad.txt_K5_p50_k20_s50.aux,19,1,8,28,4,3,23,25,0.212358,0.030055,0.17389,0,2.55345,1,1,
slurm-9323598.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_5.txt_trad.txt_K5_p50_k20_s75.aux,19,1,8,28,4,3,23,25,0.33056,0.107639,0.190183,3.79615,3.79619,4,0,
slurm-9323599.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_5.txt_trad.txt_K5_p50_k40_s50.aux,19,1,8,28,4,3,23,25,0.233498,0.029186,0.195096,0,2.42525,1,1,
slurm-9323600.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_5.txt_trad.txt_K5_p50_k40_s75.aux,19,1,8,28,4,3,23,25,0.271096,0.069682,0.182599,0,2.68885,3,1,
slurm-9323601.out:result,/home/utr_lefebvre/AF-bilevel-ccg/code/data/nlp/BCPIns_8_7_6.txt_trad.txt_K5_p20_k20_s50.aux,19,1,8,28,2,0,25,28,0.274304,0.087455,0.17324,3.15975,3.15975,2,0,
